"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"23/03/2022 08:21:21","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2015,"Faculdade Evangélica do Paraná","Iniciação científica, Monitoria, Projeto de extensão",,,,15,"CAPES",1,3,"Não","Nunca usei","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",170,90,"03/06/1990","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Carro/moto próprio",15,0,"Cachorro","Não toco nenhum instrumento","Twitter, Instagram","Sim",3,"Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
"23/03/2022 08:39:47","UEPG",,"Doutorado","Ciências Exatas",2014,"UEPG","Iniciação científica",2018,,"UEPG",0,"CAPES",1,0,"Sim","Minitab, SPSS","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por ex-alunos da Disciplina","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",170,60,"30/05/1992","Bolsista em tempo integral","Sozinho",5,"Interior do Paraná","Bicicleta",10,1,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",5,"Caminhada, Ciclismo",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"23/03/2022 08:51:25","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2013,"PUCPR","Iniciação científica, Monitoria, Projeto de extensão",2018,2019,"UEM",9,"Não",1,1,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",173,95,"24/10/1991","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",50,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",2,"Ciclismo, JUDO ",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",12
"23/03/2022 09:00:36","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Exatas",2021,"UFPR","Iniciação científica, Projeto de extensão, Empresa Júnior",,,,0,"CAPES",4,0,"Sim","R, Excel ou similares, Matlab, Python","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",180,60,"09/03/1998","Bolsista em tempo integral","Sozinho",1,"Interior do Paraná","Bicicleta",10,0,"Gato","Violão, Guitarra","Facebook, Twitter, Instagram, Linkedin","Sim",5,"Caminhada, Musculação, Basquete",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"23/03/2022 09:13:20","UFPR","TC - Tecnologia","Mestrado Profissional","Ciências Exatas",2010,"Universidade Metodista de São Paulo","Iniciação científica",2020,2022,"UFPR",5,"Não",1,0,"Sim","R","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",195,118,"04/11/1979","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",30,4,"Não possuo","Violão","Linkedin","Sim",3,"Caminhada",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"23/03/2022 09:16:58","UFPR","SA - Sociais Aplicadas","Mestrado Profissional","Ciências Exatas",2009,"FAE","Empresa Júnior",,2022,"UFPR",0,"Não",1,0,"Sim","R","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,58,"03/12/1987","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",30,20,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",2,"Natação",34,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"23/03/2022 09:17:02","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2020,"UFPR","Iniciação científica, Monitoria, Mobilidade Internacional",,,,0,"Não",0,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,65,"02/04/1996","Trabalho ocasional","Sozinho",1,"Outro Estado","Carro/moto próprio",30,1,"Cachorro","Violão, Piano, Outro","Facebook, Twitter, Instagram, Linkedin, Outras","Não",0,"Nenhuma",20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"23/03/2022 09:22:53","UFPR","SA - Sociais Aplicadas","Mestrado Profissional","Ciências Exatas",2015,"UFPR","Iniciação científica, Monitoria",,,,2,"Não",1,0,"Sim","R, SPSS","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Sim","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",172,64,"03/03/1994","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",15,1,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Sim",4,"Caminhada, Corrida, Musculação, Natação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"23/03/2022 09:22:56","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2020,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",1,0,"Sim","R, Excel ou similares","Definitivamente não",0,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",187,120,"07/01/1987","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Curitiba","Bicicleta",30,5,"Gato","Não toco nenhum instrumento","Instagram, Linkedin","Sim",5,"Ciclismo",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"23/03/2022 09:35:59","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2016,"UNESPAR","Iniciação científica, Monitoria",2018,2020,"UTFPR",1,"CAPES",0,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",161,54,"06/10/1992","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Interior do Paraná","Transporte público",120,2,"Cachorro","Não toco nenhum instrumento","Linkedin","Sim",3,"Caminhada",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"23/03/2022 09:56:57","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2018,"UTFPR","Monitoria",,,,0,"Não",1,0,"Sim","R","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",168,65,"10/08/1996","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Curitiba","Carro/moto próprio",30,2,"Cachorro","Não toco nenhum instrumento","Nenhuma","Não",1,"Caminhada",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"23/03/2022 10:30:01","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2018,"UFPR","Iniciação científica, Monitoria",,,,2,"CAPES",1,0,"Sim","Excel ou similares, Graphpad","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,101,"20/12/1995","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",10,0,"Cachorro","Flauta","Facebook, Instagram, Linkedin","Sim",4,"Ciclismo, Crossfit",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"23/03/2022 10:42:38","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2021,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",172,70,"24/07/1997","Desempregada ","Com os pais",2,"Curitiba","Carro/moto próprio",25,5,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",5,"Musculação, Pilates, Yoga",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",32
"23/03/2022 11:12:51","Fiocruz",,"Doutorado","Ciências Biológicas",2018,"UPF","Iniciação científica, Projeto de extensão",2018,2020,"UFPR",4,"FIOCRUZ",1,2,"Sim","Statistica, SPSS, Excel ou similares, GraphPad Prism, python","Certamente sim",10,"Conseguir um emprego.","Pelos professores que ministram/ministraram disciplinas da Transversal","Sim","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,74,"01/03/1996","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",45,0,"Cachorro","Não toco nenhum instrumento","Instagram, Linkedin","Não",2,"Caminhada",28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",39
"23/03/2022 11:26:29","UTFPR",,"Doutorado","Ciências Exatas",2010,"UTFPR","Não participei",2013,2015,"UTFPR",3,"Não",1,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",177,80,"17/08/1981","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Serviço fretado de van/ônibus",180,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook","Não",0,"Nenhuma",18,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"23/03/2022 11:44:41","UNIOESTE","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2018,"FURB","Monitoria",2021,,,0,"Não",2,0,"Não","Nunca usei","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",165,80,"04/04/1995","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Outro Estado","Carro/moto próprio",60,0,"Cachorro","Não toco nenhum instrumento","Facebook, Linkedin","Não",1,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"23/03/2022 11:44:51","UFPR","ED - Educação","Mestrado Acadêmico","Ciências Humanas",2018,"UNIADRADE","Não participei",,,,0,"CAPES",2,0,"Não","Nunca usei","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,126,"22/01/1996","Bolsista em tempo integral","Com os pais",4,"Curitiba","Transporte público",70,1,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram","Sim",6,"Musculação, Dança",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",18
"23/03/2022 11:48:10","UTFPR",,"Doutorado","Ciências Humanas",2018,"UFPEL","Monitoria, Projeto de extensão",2019,2021,"UFPEL",1,"Não",0,0,"Não","Nunca usei","Certamente sim",9,"Conseguir um emprego e seguir colaborando em pesquisas.","Por e-mail institucional da UTFPR.","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",151,64,"20/06/1993","Tenho me dedicado à pesquisa desde o mestrado, mas sem bolsa.","Com os pais",1,"Outro Estado","Carro/moto próprio",5,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",0,"Ciclismo",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"23/03/2022 11:51:12","UFPR","SL - Litoral","Doutorado","Ciências Biológicas",2015,"UFPR","Não participei",2015,2017,"UFPR",1,"CAPES",1,0,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Feminino",165,70,"27/01/1990","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",30,0,"Cachorro","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
"23/03/2022 11:57:58","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2015,"Facimed","Monitoria, Projeto de extensão",,2023,,0,"Não",0,0,"Sim","Epiinfoo","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",176,75,"05/09/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","A pé",8,2,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram","Não",2,"Ciclismo, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
"23/03/2022 12:00:25","UTFPR",,"Mestrado Acadêmico","Ciências Exatas",2014,"Unioeste","Não participei",,,,0,"CAPES",1,0,"Sim","Minitab, Excel ou similares, Matlab","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",172,62,"02/01/1992","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",40,0,"Cachorro","Não toco nenhum instrumento","Instagram","Sim",2,"Vôlei",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"23/03/2022 12:03:12","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2018,"UFPR","Iniciação científica, Projeto de extensão",,,,2,"CAPES",1,0,"Sim","Excel ou similares, Graphpad","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,101,"20/12/1995","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",10,0,"Cachorro","Flauta","Facebook, Instagram, Linkedin","Sim",4,"Ciclismo, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"23/03/2022 12:04:00","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2024,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",2017,2019,"UTFPR",6,"CAPES",0,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",155,58,"24/07/1992","Bolsista em tempo integral","Sozinho",2,"Região metropolitana","Carro/moto próprio",0,0,"Cachorro, Gato","Não toco nenhum instrumento","Instagram","Sim",3,"Caminhada, Corrida",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"23/03/2022 12:05:23","UFPR","EP - Educação Profissional e Tecnológica","Mestrado Acadêmico","Ciências Biológicas",2020,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",2020,,"UFPR",0,"CAPES",1,1,"Sim","R, Matlab","Definitivamente não",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",172,68,"20/02/1995","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",4,"Curitiba","Transporte público",60,7,"Não possuo","Violão, Outro","Instagram, Linkedin, Outras","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"23/03/2022 12:10:39","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2015,"Facimed","Monitoria, Projeto de extensão",,2024,"UFPR",0,"Não",0,0,"Não","Nunca usei","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",176,75,"05/09/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","A pé",8,2,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram","Não",2,"Ciclismo, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
"23/03/2022 12:12:06","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2023,"UniCeub","Projeto de extensão",,,,1,"Não",0,0,"Não","Nunca usei","Definitivamente não",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",175,68,"03/05/1979","Bolsista em tempo integral","Sozinho",2,"Outro Estado","Transporte público",30,1,"Não possuo","Não toco nenhum instrumento","Instagram","Sim",6,"Musculação",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"23/03/2022 12:12:47","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2021,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"CAPES",0,0,"Não","Nunca usei","Não sei ainda",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",171,60,"27/07/1995","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Outro Estado","A pé",15,2,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"23/03/2022 12:23:33","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",1997,"UEL","Monitoria",,,,0,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,77,"28/11/1970","Profissional liberal","Sozinho",6,"Interior do Paraná","Carro/moto próprio",30,0,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",69
"23/03/2022 12:23:40","UFPR","SA - Sociais Aplicadas","Doutorado","Ciências Humanas",2011,"FECEA","Não participei",2012,2014,"UEL",7,"CAPES",3,5,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",173,87,"16/10/1982","Trabalho por contrato","Sozinho",5,"Interior do Paraná","Carro/moto próprio",240,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"23/03/2022 12:35:17","UNIOESTE",,"Doutorado","Ciências Biológicas",2011,"Unioeste","Iniciação científica",2013,2015,"UNIOESTE",12,"CAPES",1,1,"Sim","Statistica","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,98,"02/09/1988","Bolsista em tempo integral","Sozinho",2,"Interior do Paraná","Carro/moto próprio",5,0,"Cachorro, Pássaro, Peixe","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",3,"Caminhada",29,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
"23/03/2022 12:43:21","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2004,"UFSC","Monitoria, Projeto de extensão",2016,2017,"PUC/PR",1,"Não",1,1,"Sim","SPSS","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",170,68,"06/04/1981","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","A pé",15,1,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Corrida, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"23/03/2022 12:43:40","UFPR","ET - Exatas","Doutorado","Ciências Exatas",2009,"UNC","Não participei",2014,2016,"UFPR",5,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",155,63,"22/06/1967","Funcionária pública","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Carro/moto próprio",60,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",4,"Musculação",34,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
"23/03/2022 12:57:25","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2020,"UFRGS","Projeto de extensão",,,,1,"CAPES",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",177,86,"12/11/1996","Bolsista em tempo integral","Sozinho",0,"Outro Estado","Carro/moto próprio",40,4,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",6,"Corrida, Pilates",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
"23/03/2022 12:58:51","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2018,"UTFPR","Monitoria",,,,0,"Não",1,0,"Sim","R","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",168,65,"10/08/1996","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Curitiba","Carro/moto próprio",15,2,"Cachorro","Não toco nenhum instrumento","Nenhuma","Não",1,"Caminhada",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
"23/03/2022 12:59:56","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2017,"IFRS","Iniciação científica",,2022,,0,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",174,72,"16/05/1994","Bolsista em tempo integral","Sozinho",2,"Interior do Paraná","Carro/moto próprio",25,0,"Cachorro","Violão","Instagram","Sim",4,"Corrida",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"23/03/2022 13:03:53","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2021,"UFPR","Iniciação científica, Monitoria",,,"UFPR",1,"CAPES",1,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",180,70,"23/05/1999","Bolsista em tempo integral","Com os pais",0,"Região metropolitana","Carro/moto próprio",15,0,"Não possuo","Violão, Guitarra","Facebook, Twitter, Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"23/03/2022 13:04:25","UFPR","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Humanas",2014,"UFPR","Monitoria",2021,,,0,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",164,69,"04/11/1993","Bolsista em tempo integral","Com os pais",3,"Curitiba","Carro/moto próprio",10,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",4,"Caminhada, Musculação",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",43
